City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Year,DayOfWeek,Season,Is_Winter,City_Encoded,AQI_Bucket_Encoded
Bengaluru,2015-04-14,19.73,77.485,2.26,6.1,6.13,27.48,1.4,4.66,57.7,0.18,1.71,0.65,62.0,Satisfactory,4,2015,1,1,0,0,1
Bengaluru,2015-04-15,22.52,77.485,6.71,4.86,14.02,15.15,5.45,4.9,77.05,0.21,5.37,0.65,177.0,Moderate,4,2015,2,1,0,0,2
Bengaluru,2015-04-16,21.36,77.485,2.86,7.98,12.69,16.61,0.97,29.11,96.88,0.16,0.54,0.65,152.0,Moderate,4,2015,3,1,0,0,2
Bengaluru,2015-04-17,24.35,77.485,3.06,6.64,7.42,38.54,12.93,2.58,97.2,0.795,12.95,0.65,210.0,Poor,4,2015,4,1,0,0,3
Bengaluru,2015-04-18,18.33,77.485,2.4,5.98,6.47,21.02,3.84,3.99,101.63,0.795,4.51,0.65,170.0,Moderate,4,2015,5,1,0,0,2
Bengaluru,2015-04-19,17.66,77.485,1.85,6.58,5.89,21.93,0.48,2.49,81.34,0.795,0.48,0.65,135.0,Moderate,4,2015,6,1,0,0,2
Bengaluru,2015-04-20,27.46,77.485,2.53,7.91,7.1,24.78,4.58,5.53,37.22,0.795,5.17,0.65,118.0,Moderate,4,2015,0,1,0,0,2
Bengaluru,2015-04-21,27.94,77.485,3.8,6.45,9.94,17.34,6.14,4.43,34.74,0.23,6.14,0.65,127.0,Moderate,4,2015,1,1,0,0,2
Bengaluru,2015-04-22,23.81,77.485,4.01,6.21,13.57,5.42,0.915,26.42,32.79,0.22,1.75,0.65,47.0,Good,4,2015,2,1,0,0,0
Bengaluru,2015-04-23,23.11,77.485,4.16,6.84,14.07,18.77,3.65,12.35,15.88,0.795,12.16,0.65,44.0,Good,4,2015,3,1,0,0,0
Bengaluru,2015-04-24,15.12,77.485,4.35,14.96,12.52,35.77,1.13,5.12,109.66,0.795,1.27,0.65,67.0,Satisfactory,4,2015,4,1,0,0,1
Bengaluru,2015-04-25,19.59,77.485,4.35,8.42,12.28,17.93,3.1,26.92,157.2,0.795,2.17,0.65,44.0,Good,4,2015,5,1,0,0,0
Bengaluru,2015-04-26,69.85,77.485,8.6,14.35,19.55,15.8,1.22,15.91,123.32,0.795,0.77,0.65,82.0,Satisfactory,4,2015,6,1,0,0,1
Bengaluru,2015-04-27,24.62,77.485,3.77,7.74,11.71,13.92,1.26,18.89,65.38,0.795,1.36,0.65,156.0,Moderate,4,2015,0,1,0,0,2
Bengaluru,2015-04-28,32.92,77.485,7.12,12.95,18.7,11.62,2.31,14.79,57.59,43.78,3.7,0.65,96.0,Satisfactory,4,2015,1,1,0,0,1
Bengaluru,2015-04-29,44.53,77.485,7.24,17.71,22.68,11.4,1.34,8.34,27.11,47.26,15.45,0.65,72.0,Satisfactory,4,2015,2,1,0,0,1
Bengaluru,2015-04-30,26.68,77.485,3.79,16.69,12.64,10.15,0.915,11.54,51.81,39.43,13.75,0.65,117.0,Moderate,4,2015,3,1,0,0,2
Bengaluru,2015-05-01,39.06,77.485,3.45,14.31,12.05,6.09,1.59,4.96,26.93,35.9,11.32,0.65,67.0,Satisfactory,5,2015,4,1,0,0,1
Bengaluru,2015-05-02,50.83,77.485,5.74,14.24,14.93,21.03,4.44,2.99,16.83,34.57,9.36,0.65,217.0,Poor,5,2015,5,1,0,0,3
Bengaluru,2015-05-03,62.58,77.485,5.03,15.2,10.05,14.62,1.32,7.47,17.81,37.56,11.01,0.65,64.0,Satisfactory,5,2015,6,1,0,0,1
Bengaluru,2015-05-04,45.26,77.485,5.21,25.81,15.91,18.09,4.17,6.79,21.39,39.17,12.63,0.65,162.0,Moderate,5,2015,0,1,0,0,2
Bengaluru,2015-05-05,40.37,77.485,9.03,20.7,13.3,5.94,0.0,8.6,36.56,37.07,9.99,0.65,75.0,Satisfactory,5,2015,1,1,0,0,1
Bengaluru,2015-05-06,43.21,77.485,8.24,17.15,10.79,10.23,28.28,11.77,80.02,33.74,11.02,0.65,141.0,Moderate,5,2015,2,1,0,0,2
Bengaluru,2015-05-07,41.53,77.485,5.74,20.41,14.16,15.4,0.5,4.67,31.73,22.24,6.38,0.65,70.0,Satisfactory,5,2015,3,1,0,0,1
Bengaluru,2015-05-08,27.85,77.485,5.82,17.29,11.04,14.93,4.82,7.18,88.24,9.51,2.65,0.65,142.0,Moderate,5,2015,4,1,0,0,2
Bengaluru,2015-05-09,36.83,77.485,4.6,24.35,13.81,17.12,23.56,6.64,39.61,6.11,3.89,0.65,140.0,Moderate,5,2015,5,1,0,0,2
Bengaluru,2015-05-10,40.81,77.485,6.5,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,0.65,71.0,Satisfactory,5,2015,6,1,0,0,1
Bengaluru,2015-05-11,36.11,77.485,6.97,29.38,17.29,15.84,0.3,11.84,14.0,4.94,1.55,0.65,66.0,Satisfactory,5,2015,0,1,0,0,1
Bengaluru,2015-05-12,28.76,77.485,8.95,29.1,18.34,15.13,0.915,2.96,15.17,4.67,1.66,0.65,56.0,Satisfactory,5,2015,1,1,0,0,1
Bengaluru,2015-05-13,40.74,77.485,8.61,32.27,20.96,14.66,0.0,2.77,7.96,4.9,1.37,0.65,45.0,Good,5,2015,2,1,0,0,0
Bengaluru,2015-05-14,23.77,77.485,6.77,33.12,20.16,14.28,1.19,2.83,12.14,4.88,1.84,0.65,61.0,Satisfactory,5,2015,3,1,0,0,1
Bengaluru,2015-05-15,17.34,77.485,5.26,22.13,14.1,18.55,2.06,3.08,12.14,5.66,2.25,0.65,70.0,Satisfactory,5,2015,4,1,0,0,1
Bengaluru,2015-05-16,30.45,77.485,5.23,32.24,18.53,24.08,1.19,3.9,8.48,4.66,1.45,0.65,59.0,Satisfactory,5,2015,5,1,0,0,1
Bengaluru,2015-05-17,15.8,77.485,5.08,22.62,11.25,14.2,12.23,5.8,21.44,4.22,2.05,0.65,125.0,Moderate,5,2015,6,1,0,0,2
Bengaluru,2015-05-18,20.12,77.485,6.65,22.49,13.5,13.27,12.77,5.83,32.76,4.24,1.84,0.65,106.0,Moderate,5,2015,0,1,0,0,2
Bengaluru,2015-05-19,25.27,77.485,10.97,31.22,20.24,17.26,1.14,3.92,37.13,4.19,1.16,0.65,84.0,Satisfactory,5,2015,1,1,0,0,1
Bengaluru,2015-05-20,26.7,77.485,4.76,32.48,16.97,15.5,1.26,4.24,36.42,4.1,1.1,0.65,57.0,Satisfactory,5,2015,2,1,0,0,1
Bengaluru,2015-05-21,27.84,77.485,6.01,17.97,9.15,13.64,1.21,4.38,25.96,4.18,1.19,0.65,56.0,Satisfactory,5,2015,3,1,0,0,1
Bengaluru,2015-05-22,29.52,77.485,5.09,17.88,8.93,12.62,10.68,4.89,28.02,4.64,2.01,0.65,140.0,Moderate,5,2015,4,1,0,0,2
Bengaluru,2015-05-23,27.97,77.485,6.23,23.45,13.42,11.58,17.21,12.38,22.59,5.16,3.92,0.65,156.0,Moderate,5,2015,5,1,0,0,2
Bengaluru,2015-05-24,28.17,77.485,4.91,17.13,10.15,5.01,9.13,3.98,23.52,4.39,1.3,0.65,156.0,Moderate,5,2015,6,1,0,0,2
Bengaluru,2015-05-25,27.71,77.485,4.01,18.69,10.4,3.25,4.19,4.81,21.85,4.57,1.28,0.65,111.0,Moderate,5,2015,0,1,0,0,2
Bengaluru,2015-05-26,28.01,77.485,2.74,12.85,9.33,0.28,4.21,3.92,23.36,4.69,1.44,0.65,158.0,Moderate,5,2015,1,1,0,0,2
Bengaluru,2015-05-27,31.7,77.485,2.97,11.83,9.27,2.77,4.79,4.02,27.83,3.77,1.05,0.65,93.0,Satisfactory,5,2015,2,1,0,0,1
Bengaluru,2015-05-28,48.08,77.485,12.38,41.16,23.43,4.91,1.22,0.96,42.06,3.54,0.86,0.65,97.0,Satisfactory,5,2015,3,1,0,0,1
Bengaluru,2015-05-29,30.77,77.485,6.31,22.5,13.99,4.88,1.4,0.92,31.65,5.05,1.34,0.65,94.0,Satisfactory,5,2015,4,1,0,0,1
Bengaluru,2015-05-30,26.15,77.485,0.95,14.82,10.67,5.61,4.52,7.13,54.35,4.81,3.22,0.65,147.0,Moderate,5,2015,5,1,0,0,2
Bengaluru,2015-05-31,40.71,77.485,0.75,6.62,5.01,2.89,2.84,4.24,22.32,5.42,3.15,0.65,100.0,Satisfactory,5,2015,6,1,0,0,1
Bengaluru,2015-06-01,23.69,77.485,1.65,14.12,7.77,2.34,1.7,6.9,68.17,4.86,1.7,0.65,101.0,Moderate,6,2015,0,2,0,0,2
Bengaluru,2015-06-02,23.95,77.485,0.46,9.28,3.25,2.31,1.77,7.93,54.65,4.08,1.68,0.65,84.0,Satisfactory,6,2015,1,2,0,0,1
Bengaluru,2015-06-03,21.51,77.485,1.59,19.98,9.87,2.21,1.52,4.44,46.8,4.11,1.39,0.65,84.0,Satisfactory,6,2015,2,2,0,0,1
Bengaluru,2015-06-04,25.56,77.485,1.14,6.39,7.52,1.93,1.4,4.47,29.64,3.16,1.3,0.65,74.0,Satisfactory,6,2015,3,2,0,0,1
Bengaluru,2015-06-05,22.41,77.485,2.59,14.61,19.41,18.87,5.65,5.85,27.39,2.89,0.84,0.65,130.0,Moderate,6,2015,4,2,0,0,2
Bengaluru,2015-06-06,16.02,77.485,4.7,30.73,36.51,30.36,1.78,11.64,20.75,0.795,1.72,0.65,74.0,Satisfactory,6,2015,5,2,0,0,1
Bengaluru,2015-06-07,12.69,77.485,4.38,25.18,27.39,28.0,4.45,4.22,19.63,2.71,1.93,0.65,74.0,Satisfactory,6,2015,6,2,0,0,1
Bengaluru,2015-06-08,13.29,77.485,4.82,22.65,13.65,23.12,3.93,17.45,17.13,2.49,3.93,0.65,162.0,Moderate,6,2015,0,2,0,0,2
Bengaluru,2015-06-09,12.11,77.485,6.72,20.8,13.22,25.86,1.4,15.06,20.96,3.13,1.2,0.65,55.0,Satisfactory,6,2015,1,2,0,0,1
Bengaluru,2015-06-10,13.66,77.485,3.61,22.16,11.83,21.15,1.96,6.09,24.49,3.13,1.94,0.65,72.0,Satisfactory,6,2015,2,2,0,0,1
Bengaluru,2015-06-11,14.56,77.485,3.34,17.32,8.95,20.88,1.54,11.59,15.75,4.79,1.46,0.65,66.0,Satisfactory,6,2015,3,2,0,0,1
Bengaluru,2015-06-12,14.76,77.485,3.2,13.35,7.08,5.29,1.89,10.35,20.52,4.35,1.56,0.65,81.0,Satisfactory,6,2015,4,2,0,0,1
Bengaluru,2015-06-13,12.29,77.485,2.53,10.75,4.86,7.02,3.21,15.0,19.08,5.46,1.76,0.65,94.0,Satisfactory,6,2015,5,2,0,0,1
Bengaluru,2015-06-14,11.72,77.485,1.76,9.61,4.7,7.86,2.36,1.96,20.38,4.56,1.79,0.65,128.0,Moderate,6,2015,6,2,0,0,2
Bengaluru,2015-06-15,15.7,77.485,6.3,13.12,10.43,8.92,1.56,5.04,34.42,2.43,1.53,0.65,86.0,Satisfactory,6,2015,0,2,0,0,1
Bengaluru,2015-06-16,22.94,77.485,2.88,10.09,5.6,9.22,3.74,1.58,13.24,1.66,1.72,0.65,136.0,Moderate,6,2015,1,2,0,0,2
Bengaluru,2015-06-17,19.54,77.485,2.19,11.09,5.01,7.0,2.0,4.12,13.5,2.96,2.08,0.65,67.0,Satisfactory,6,2015,2,2,0,0,1
Bengaluru,2015-06-18,22.68,77.485,2.8,18.7,9.83,8.31,1.3,1.35,16.42,5.04,1.3,0.65,45.0,Good,6,2015,3,2,0,0,0
Bengaluru,2015-06-19,21.86,77.485,3.91,19.0,11.85,8.08,1.54,4.34,11.12,5.67,1.52,0.65,70.0,Satisfactory,6,2015,4,2,0,0,1
Bengaluru,2015-06-20,18.74,77.485,3.9,14.48,9.69,7.31,2.89,1.95,8.62,4.36,1.31,0.65,93.0,Satisfactory,6,2015,5,2,0,0,1
Bengaluru,2015-06-21,18.81,77.485,3.01,15.95,8.19,6.89,3.84,2.02,10.31,0.15,3.28,0.65,166.0,Moderate,6,2015,6,2,0,0,2
Bengaluru,2015-06-22,15.11,77.485,2.78,16.04,11.71,27.31,4.29,5.53,10.68,0.795,5.56,0.65,183.0,Moderate,6,2015,0,2,0,0,2
Bengaluru,2015-06-23,17.47,77.485,1.74,7.27,4.01,10.32,2.08,7.51,10.97,0.12,1.56,0.65,107.0,Moderate,6,2015,1,2,0,0,2
Bengaluru,2015-06-24,15.92,77.485,0.89,5.61,1.82,8.75,5.48,5.41,21.62,0.795,13.45,0.65,140.0,Moderate,6,2015,2,2,0,0,2
Bengaluru,2015-06-25,13.58,77.485,2.0,5.38,3.37,7.95,2.83,5.49,11.83,0.13,1.74,0.65,107.0,Moderate,6,2015,3,2,0,0,2
Bengaluru,2015-06-26,14.52,77.485,1.14,6.1,3.71,7.5,1.75,4.41,13.27,0.1,1.34,0.65,70.0,Satisfactory,6,2015,4,2,0,0,1
Bengaluru,2015-06-27,27.25,77.485,0.86,5.23,2.93,6.4,15.98,10.62,15.2,0.18,14.54,0.65,165.0,Moderate,6,2015,5,2,0,0,2
Bengaluru,2015-06-28,20.99,77.485,0.72,4.38,1.91,6.3,2.03,2.53,15.42,0.24,2.47,0.65,160.0,Moderate,6,2015,6,2,0,0,2
Bengaluru,2015-06-29,22.26,77.485,1.23,7.02,3.74,7.68,5.28,7.62,10.29,0.13,2.23,0.65,209.0,Poor,6,2015,0,2,0,0,3
Bengaluru,2015-06-30,23.51,77.485,2.75,8.39,5.43,8.47,5.01,5.94,6.61,0.16,4.4,0.65,166.0,Moderate,6,2015,1,2,0,0,2
Bengaluru,2015-07-01,19.76,77.485,1.24,6.34,3.24,6.34,6.96,6.28,6.45,0.11,4.98,0.65,187.0,Moderate,7,2015,2,2,0,0,2
Bengaluru,2015-07-02,20.24,77.485,2.26,11.59,6.83,6.42,2.58,5.12,11.01,0.12,1.38,0.65,162.0,Moderate,7,2015,3,2,0,0,2
Bengaluru,2015-07-03,17.28,77.485,1.07,5.11,2.7,5.96,7.52,3.69,8.37,0.795,1.35,0.65,185.0,Moderate,7,2015,4,2,0,0,2
Bengaluru,2015-07-04,21.52,77.485,1.0,5.99,2.9,5.76,15.9,2.76,9.72,0.795,16.86,0.65,141.0,Moderate,7,2015,5,2,0,0,2
Bengaluru,2015-07-05,19.43,77.485,1.13,7.66,4.66,4.74,20.81,2.29,7.89,0.16,8.67,0.65,225.0,Poor,7,2015,6,2,0,0,3
Bengaluru,2015-07-06,19.27,77.485,2.21,8.79,6.36,26.67,26.99,2.54,8.96,0.13,24.39,0.65,309.0,Very Poor,7,2015,0,2,0,0,4
Bengaluru,2015-07-07,23.27,77.485,1.73,7.83,7.62,10.45,2.86,3.36,9.3,0.14,1.36,0.65,136.0,Moderate,7,2015,1,2,0,0,2
Bengaluru,2015-07-08,18.63,77.485,2.96,8.71,6.88,34.37,7.24,6.25,7.27,1.09,6.16,0.65,139.0,Moderate,7,2015,2,2,0,0,2
Bengaluru,2015-07-09,14.52,77.485,5.93,10.04,8.43,19.3,3.42,3.89,7.56,0.18,1.47,0.65,161.0,Moderate,7,2015,3,2,0,0,2
Bengaluru,2015-07-10,12.84,77.485,7.5,10.1,9.4,21.54,15.1,3.25,5.4,16.71,3.02,0.65,160.0,Moderate,7,2015,4,2,0,0,2
Bengaluru,2015-07-11,19.08,77.485,6.5,10.66,9.34,20.9,2.42,2.39,5.06,22.69,2.88,0.65,127.0,Moderate,7,2015,5,2,0,0,2
Bengaluru,2015-07-12,23.45,77.485,5.88,9.83,8.64,10.15,2.11,1.86,9.66,20.87,2.47,0.65,71.0,Satisfactory,7,2015,6,2,0,0,1
Bengaluru,2015-07-13,25.62,77.485,5.21,12.22,9.75,10.8,27.06,2.84,10.42,21.59,7.32,0.65,246.0,Poor,7,2015,0,2,0,0,3
Bengaluru,2015-07-14,27.03,77.485,4.42,11.7,9.3,10.17,10.62,2.78,7.82,24.35,6.14,0.65,250.0,Poor,7,2015,1,2,0,0,3
Bengaluru,2015-07-15,24.09,77.485,5.64,17.43,12.1,6.08,9.91,4.49,5.49,23.09,3.81,0.65,176.0,Moderate,7,2015,2,2,0,0,2
Bengaluru,2015-07-16,23.17,77.485,4.97,15.73,11.27,10.88,3.56,2.98,8.06,22.44,3.01,0.65,176.0,Moderate,7,2015,3,2,0,0,2
Bengaluru,2015-07-17,26.84,77.485,6.18,10.76,9.67,9.89,1.62,3.46,8.48,0.795,1.13,0.65,55.0,Satisfactory,7,2015,4,2,0,0,1
Bengaluru,2015-07-18,19.24,77.485,3.78,8.46,7.12,11.23,18.69,3.98,10.27,0.795,1.75,0.65,156.0,Moderate,7,2015,5,2,0,0,2
Bengaluru,2015-07-19,14.46,77.485,3.76,7.65,6.72,10.88,12.18,1.66,9.43,0.795,1.16,0.65,195.0,Moderate,7,2015,6,2,0,0,2
Bengaluru,2015-07-20,14.3,77.485,5.1,10.26,8.78,10.46,9.82,2.39,8.67,0.795,1.06,0.65,197.0,Moderate,7,2015,0,2,0,0,2
Bengaluru,2015-07-21,19.29,77.485,4.45,11.45,8.94,10.76,9.35,1.72,3.62,0.795,1.25,0.65,223.0,Poor,7,2015,1,2,0,0,3
Bengaluru,2015-07-22,21.39,77.485,4.14,9.91,8.06,9.67,16.7,2.39,3.54,0.795,1.75,0.65,182.0,Moderate,7,2015,2,2,0,0,2
Bengaluru,2015-07-23,45.86,77.485,5.98,11.26,9.75,10.06,9.44,3.29,5.13,19.93,2.04,0.65,245.0,Poor,7,2015,3,2,0,0,3
Bengaluru,2015-07-24,18.38,77.485,3.82,9.48,7.7,9.15,16.46,10.54,6.49,18.55,3.04,0.65,268.0,Poor,7,2015,4,2,0,0,3
Bengaluru,2015-07-25,24.44,77.485,4.63,10.0,8.6,10.06,2.89,15.96,9.61,16.78,2.54,0.65,51.0,Satisfactory,7,2015,5,2,0,0,1
Bengaluru,2015-07-26,25.14,77.485,3.59,11.03,7.88,8.39,2.42,2.54,8.9,16.64,1.96,0.65,49.0,Good,7,2015,6,2,0,0,0
Bengaluru,2015-07-27,13.85,77.485,5.69,8.83,8.32,8.42,14.36,3.82,8.78,15.28,4.57,0.65,157.0,Moderate,7,2015,0,2,0,0,2
Bengaluru,2015-07-28,16.63,77.485,3.66,10.76,8.08,9.14,12.51,5.27,7.16,17.73,4.06,0.65,128.0,Moderate,7,2015,1,2,0,0,2
Bengaluru,2015-07-29,19.04,77.485,3.67,12.67,9.08,29.6,1.5,4.9,5.82,18.71,2.1,0.65,66.0,Satisfactory,7,2015,2,2,0,0,1
Bengaluru,2015-07-30,24.43,77.485,4.59,11.52,7.93,11.73,1.86,3.15,5.42,19.79,1.96,0.65,105.0,Moderate,7,2015,3,2,0,0,2
Bengaluru,2015-07-31,19.16,77.485,5.08,10.27,7.61,11.91,1.09,3.35,3.53,21.09,2.58,0.65,49.0,Good,7,2015,4,2,0,0,0
Bengaluru,2015-08-01,18.18,77.485,4.06,20.21,11.77,10.3,9.97,2.43,3.38,16.15,3.28,0.65,97.0,Satisfactory,8,2015,5,2,0,0,1
Bengaluru,2015-08-02,15.52,77.485,3.48,9.54,6.15,9.26,37.73,1.86,4.83,13.6,7.99,0.65,257.0,Poor,8,2015,6,2,0,0,3
Bengaluru,2015-08-03,18.67,77.485,5.9,11.41,8.58,10.08,25.13,2.13,5.74,13.67,4.26,0.65,139.0,Moderate,8,2015,0,2,0,0,2
Bengaluru,2015-08-04,15.85,77.485,5.74,10.66,8.17,10.75,9.92,2.6,5.24,14.1,1.8,0.65,95.0,Satisfactory,8,2015,1,2,0,0,1
Bengaluru,2015-08-05,18.26,77.485,4.56,11.85,8.03,10.66,48.07,2.4,3.0,16.28,2.08,0.65,106.0,Moderate,8,2015,2,2,0,0,2
Bengaluru,2015-08-06,17.94,77.485,6.02,18.38,13.03,33.49,3.15,5.94,7.21,16.44,1.98,0.65,89.0,Satisfactory,8,2015,3,2,0,0,1
Bengaluru,2015-08-07,21.86,77.485,3.06,10.02,6.18,26.16,1.16,3.79,3.29,15.14,1.82,0.65,44.0,Good,8,2015,4,2,0,0,0
Bengaluru,2015-08-08,46.86,77.485,2.62,8.46,5.62,23.31,20.25,3.78,3.98,15.6,1.79,0.65,97.0,Satisfactory,8,2015,5,2,0,0,1
Bengaluru,2015-08-09,54.42,77.485,1.56,7.32,5.27,18.3,8.78,2.1,4.73,25.0,235.48,0.65,187.0,Moderate,8,2015,6,2,0,0,2
Bengaluru,2015-08-10,21.02,77.485,3.65,8.21,6.26,23.95,1.82,5.16,6.23,34.14,162.98,0.65,83.0,Satisfactory,8,2015,0,2,0,0,1
Bengaluru,2015-08-11,21.1,77.485,2.56,7.98,5.34,24.12,29.0,2.96,9.86,27.76,411.52,0.65,129.0,Moderate,8,2015,1,2,0,0,2
Bengaluru,2015-08-12,16.64,77.485,3.45,7.44,5.58,22.52,29.16,7.22,6.76,9.26,209.77,0.65,128.0,Moderate,8,2015,2,2,0,0,2
Bengaluru,2015-08-13,14.99,77.485,4.81,6.61,6.6,22.0,34.69,2.51,6.11,5.02,112.27,0.65,217.0,Poor,8,2015,3,2,0,0,3
Bengaluru,2015-08-14,20.21,77.485,4.54,14.73,12.48,23.64,35.05,6.15,5.86,3.15,71.16,0.65,277.0,Poor,8,2015,4,2,0,0,3
Bengaluru,2015-08-15,18.04,77.485,1.93,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,0.65,176.0,Moderate,8,2015,5,2,0,0,2
Bengaluru,2015-08-16,20.8,77.485,5.06,17.39,10.93,23.05,9.03,1.32,7.48,1.51,26.63,0.65,206.0,Poor,8,2015,6,2,0,0,3
Bengaluru,2015-08-17,15.35,77.485,6.56,19.5,13.98,50.58,14.55,2.98,5.93,2.18,21.55,0.65,238.0,Poor,8,2015,0,2,0,0,3
Bengaluru,2015-08-18,27.31,77.485,4.58,19.73,12.9,38.79,21.83,2.85,3.75,2.18,23.34,0.65,229.0,Poor,8,2015,1,2,0,0,3
Bengaluru,2015-08-19,32.13,77.485,9.89,17.92,15.33,39.19,9.91,7.14,4.3,0.795,24.53,0.65,236.0,Poor,8,2015,2,2,0,0,3
Bengaluru,2015-08-20,23.26,77.485,7.05,34.35,21.46,30.68,1.31,3.73,3.41,5.55,4.72,0.65,92.0,Satisfactory,8,2015,3,2,0,0,1
Bengaluru,2015-08-21,17.9,77.485,3.31,17.51,11.02,33.06,11.68,6.56,3.44,0.795,43.3,0.65,100.0,Satisfactory,8,2015,4,2,0,0,1
Bengaluru,2015-08-22,10.99,77.485,2.95,15.97,9.93,24.16,1.14,1.07,3.35,0.795,1.13,0.65,97.0,Satisfactory,8,2015,5,2,0,0,1
Bengaluru,2015-08-23,12.9,77.485,2.79,11.64,7.72,23.28,26.54,0.91,3.86,0.795,26.54,0.65,59.0,Satisfactory,8,2015,6,2,0,0,1
Bengaluru,2015-08-24,22.29,77.485,4.0,15.11,10.24,27.77,1.16,1.0,4.72,0.795,1.13,0.65,96.0,Satisfactory,8,2015,0,2,0,0,1
Bengaluru,2015-08-25,20.06,77.485,5.0,16.49,13.5,17.67,4.29,4.38,6.26,0.795,1.21,0.65,123.0,Moderate,8,2015,1,2,0,0,2
Bengaluru,2015-08-26,17.38,77.485,4.23,12.18,12.33,15.18,1.43,1.1,7.65,0.795,1.75,0.65,77.0,Satisfactory,8,2015,2,2,0,0,1
